crash_numb,city_town_name,crash_date,crash_severity_descr,crash_time_2,year,max_injr_svrty_cl,numb_vehc,age_drvr_yngst,age_drvr_oldest,manr_coll_descr,numb_fatal_injr,numb_nonfatal_injr,trafy_descr_descr,vehc_mnvr_actn_cl,cnty_name,lclty_name,speed_limit,lat,lon,vehc_unit_numb,alc_suspd_type_descr,driver_age,drvr_cntrb_circ_descr,driver_distracted_type_descr,drug_suspd_type_descr,pers_numb,age,ejctn_descr,sex_descr
4037231,FRANKLIN,4/26/15,Fatal injury,12:18 PM,2015,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead,NORFOLK,,65,42.0942688,-71.43236674,1,Not reported,30,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Not reported,Not reported,1,30,Not ejected,Female
4037231,FRANKLIN,4/26/15,Fatal injury,12:18 PM,2015,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead,NORFOLK,,65,42.0942688,-71.43236674,1,Not reported,30,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Not reported,Not reported,2,31,Not ejected,Female
4037254,HOLYOKE,4/30/15,Fatal injury,9:24 PM,2015,Fatal injury (K),2,45-54,65-74,Head-on,2,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,HAMPDEN,,,42.25332473,-72.61692151,1,Not reported,70,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Unknown,Not reported,1,70,Not ejected,Male
4037254,HOLYOKE,4/30/15,Fatal injury,9:24 PM,2015,Fatal injury (K),2,45-54,65-74,Head-on,2,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Travelling straight ahead,HAMPDEN,,,42.25332473,-72.61692151,2,Not reported,50,"DCC1:No improper driving, DCC2:Not reported",Unknown,Not reported,2,50,Not ejected,Male
4037891,AVON,1/18/15,Fatal injury,3:30 AM,2015,Fatal injury (K),2,35-44,35-44,Angle,1,2,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Not reported,NORFOLK,,65,42.12533332,-71.06236192,1,Not reported,37,"DCC1:Driving too fast for conditions, DCC2:Not reported",Not reported,Not reported,1,37,Not ejected,Female
4037891,AVON,1/18/15,Fatal injury,3:30 AM,2015,Fatal injury (K),2,35-44,35-44,Angle,1,2,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Not reported,NORFOLK,,65,42.12533332,-71.06236192,1,Not reported,37,"DCC1:Driving too fast for conditions, DCC2:Not reported",Not reported,Not reported,2,38,Not ejected,Female
4037891,AVON,1/18/15,Fatal injury,3:30 AM,2015,Fatal injury (K),2,35-44,35-44,Angle,1,2,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Not reported,NORFOLK,,65,42.12533332,-71.06236192,2,Not reported,41,DCC1:Not reported,Not reported,Not reported,3,41,Not reported,Male
4038861,CHELSEA,5/3/15,Fatal injury,1:08 AM,2015,Fatal injury (K),2,21-24,21-24,"Sideswipe, same direction",1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Overtaking/passing,SUFFOLK,,,42.40275136,-71.01884898,1,Not reported,24,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,1,24,Not ejected,Female
4038861,CHELSEA,5/3/15,Fatal injury,1:08 AM,2015,Fatal injury (K),2,21-24,21-24,"Sideswipe, same direction",1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Overtaking/passing,SUFFOLK,,,42.40275136,-71.01884898,1,Not reported,24,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,Not reported,2,39,Not ejected,Male
4038861,CHELSEA,5/3/15,Fatal injury,1:08 AM,2015,Fatal injury (K),2,21-24,21-24,"Sideswipe, same direction",1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead / V2: Overtaking/passing,SUFFOLK,,,42.40275136,-71.01884898,2,Not reported,21,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported","Other activity (searching, eating, personal hygiene, etc.)",Not reported,3,21,Totally ejected,Male
4040016,SHREWSBURY,4/28/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,45-54,65-74,Rear-end,1,1,"Two-way, divided, unprotected median",V1: Overtaking/passing / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,65,42.31914747,-71.7236614,1,Not reported,45,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Not reported",Not reported,Not reported,1,45,Not ejected,Male
4040016,SHREWSBURY,4/28/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,45-54,65-74,Rear-end,1,1,"Two-way, divided, unprotected median",V1: Overtaking/passing / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,65,42.31914747,-71.7236614,2,Not reported,51,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,2,51,Not ejected,Female
4040016,SHREWSBURY,4/28/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,45-54,65-74,Rear-end,1,1,"Two-way, divided, unprotected median",V1: Overtaking/passing / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,65,42.31914747,-71.7236614,2,Not reported,51,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,3,,Not ejected,Female
4040016,SHREWSBURY,4/28/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,45-54,65-74,Rear-end,1,1,"Two-way, divided, unprotected median",V1: Overtaking/passing / V2: Travelling straight ahead / V3: Travelling straight ahead,WORCESTER,,65,42.31914747,-71.7236614,3,Not reported,67,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,4,67,Not ejected,Female
4042137,EASTON,5/8/15,Fatal injury,3:36 PM,2015,Fatal injury (K),2,25-34,75-84,Head-on,1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,BRISTOL,,35,42.03444767,-71.10532916,1,"No, alcohol not used",83,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Not reported,"No, drug not used",1,83,Not ejected,Female
4042137,EASTON,5/8/15,Fatal injury,3:36 PM,2015,Fatal injury (K),2,25-34,75-84,Head-on,1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,BRISTOL,,35,42.03444767,-71.10532916,2,"No, alcohol not used",28,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,28,Not ejected,Male
4042137,EASTON,5/8/15,Fatal injury,3:36 PM,2015,Fatal injury (K),2,25-34,75-84,Head-on,1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,BRISTOL,,35,42.03444767,-71.10532916,2,"No, alcohol not used",28,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,7,Not ejected,Male
4042987,BEVERLY,5/10/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,25-34,45-54,"Sideswipe, same direction",1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,ESSEX,,35,42.55453078,-70.88166573,1,"Yes, alcohol used",31,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Exceeded authorized speed limit",Unknown,Unknown,1,31,Not ejected,Male
4042987,BEVERLY,5/10/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,25-34,45-54,"Sideswipe, same direction",1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,ESSEX,,35,42.55453078,-70.88166573,1,"Yes, alcohol used",31,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Exceeded authorized speed limit",Unknown,Unknown,2,45,Not ejected,Female
4042987,BEVERLY,5/10/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,25-34,45-54,"Sideswipe, same direction",1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,ESSEX,,35,42.55453078,-70.88166573,2,"No, alcohol not used",48,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",3,48,Not ejected,Male
4042987,BEVERLY,5/10/15,Fatal injury,9:10 PM,2015,Fatal injury (K),3,25-34,45-54,"Sideswipe, same direction",1,2,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,ESSEX,,35,42.55453078,-70.88166573,3,Not reported,,DCC1:Not reported,Not reported,Not reported,6,,Not reported,Not reported
4043019,OXFORD,5/12/15,Fatal injury,5:20 PM,2015,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead,WORCESTER,,65,42.12783386,-71.85792717,1,Not reported,51,"DCC1:Over-correcting/over-steering, DCC2:Not reported",Not reported,Not reported,1,51,Not ejected,Male
4043340,CAMBRIDGE,3/11/15,Fatal injury,1:39 PM,2015,Fatal injury (K),1,35-44,35-44,Unknown,1,0,"Two-way, not divided",V1: Leaving traffic lane,MIDDLESEX,,,42.36089332,-71.11333165,1,Not reported,44,"DCC1:Unknown, DCC2:Not reported",Not reported,Not reported,1,44,Not ejected,Male
4043340,CAMBRIDGE,3/11/15,Fatal injury,1:39 PM,2015,Fatal injury (K),1,35-44,35-44,Unknown,1,0,"Two-way, not divided",V1: Leaving traffic lane,MIDDLESEX,,,42.36089332,-71.11333165,,,,,,,2,65,,Not reported
4043521,WESTFIELD,5/3/15,Fatal injury,7:56 AM,2015,Fatal injury (K),1,35-44,35-44,Single vehicle crash,2,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead,HAMPDEN,,65,42.15462947,-72.75976524,1,Not reported,43,"DCC1:Fatigued/asleep, DCC2:Not reported",Not reported,Not reported,1,43,Not ejected,Male
4043521,WESTFIELD,5/3/15,Fatal injury,7:56 AM,2015,Fatal injury (K),1,35-44,35-44,Single vehicle crash,2,0,"Two-way, divided, unprotected median",V1: Travelling straight ahead,HAMPDEN,,65,42.15462947,-72.75976524,1,Not reported,43,"DCC1:Fatigued/asleep, DCC2:Not reported",Not reported,Not reported,2,40,Totally ejected,Male
4044508,LEVERETT,5/17/15,Fatal injury,6:37 PM,2015,Fatal injury (K),3,25-34,25-34,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,FRANKLIN,,25,42.44044015,-72.48329999,1,Not reported,34,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,1,34,Not ejected,Male
4044508,LEVERETT,5/17/15,Fatal injury,6:37 PM,2015,Fatal injury (K),3,25-34,25-34,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,FRANKLIN,,25,42.44044015,-72.48329999,2,Not reported,30,"DCC1:Wrong side or wrong way, DCC2:Not reported",Not reported,Not reported,2,30,Totally ejected,Male
4044508,LEVERETT,5/17/15,Fatal injury,6:37 PM,2015,Fatal injury (K),3,25-34,25-34,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,FRANKLIN,,25,42.44044015,-72.48329999,3,Not reported,28,"DCC1:Wrong side or wrong way, DCC2:Not reported",Not reported,Not reported,3,28,Totally ejected,Male
4044508,LEVERETT,5/17/15,Fatal injury,6:37 PM,2015,Fatal injury (K),3,25-34,25-34,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,FRANKLIN,,25,42.44044015,-72.48329999,,,,,,,4,30,,Male
4044508,LEVERETT,5/17/15,Fatal injury,6:37 PM,2015,Fatal injury (K),3,25-34,25-34,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,FRANKLIN,,25,42.44044015,-72.48329999,,,,,,,5,46,,Male
4044508,LEVERETT,5/17/15,Fatal injury,6:37 PM,2015,Fatal injury (K),3,25-34,25-34,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,FRANKLIN,,25,42.44044015,-72.48329999,,,,,,,6,23,,Male
4044508,LEVERETT,5/17/15,Fatal injury,6:37 PM,2015,Fatal injury (K),3,25-34,25-34,Head-on,1,1,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Travelling straight ahead,FRANKLIN,,25,42.44044015,-72.48329999,,,,,,,7,43,,Male
4044520,WORCESTER,5/3/15,Fatal injury,3:40 AM,2015,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,WORCESTER,,45,42.29398334,-71.79925301,1,Not reported,25,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,1,25,Not ejected,Male
4044520,WORCESTER,5/3/15,Fatal injury,3:40 AM,2015,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead,WORCESTER,,45,42.29398334,-71.79925301,,,,,,,2,35,,Not reported
4044983,HAVERHILL,5/7/15,Fatal injury,2:27 PM,2015,Fatal injury (K),1,45-54,45-54,Single vehicle crash,1,0,"Two-way, divided, unprotected median",V1: Leaving traffic lane,ESSEX,,65,42.77360704,-71.118649,1,Not reported,54,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,1,54,Not ejected,Male
4045025,SWANSEA,4/23/15,Fatal injury,11:09 PM,2015,Fatal injury (K),1,21-24,21-24,Single vehicle crash,2,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead,BRISTOL,,65,41.77458262,-71.26214117,1,Not reported,22,DCC1:Not reported,Not reported,Not reported,1,22,Not ejected,Female
4045025,SWANSEA,4/23/15,Fatal injury,11:09 PM,2015,Fatal injury (K),1,21-24,21-24,Single vehicle crash,2,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead,BRISTOL,,65,41.77458262,-71.26214117,1,Not reported,22,DCC1:Not reported,Not reported,Not reported,2,19,Not ejected,Male
4045025,SWANSEA,4/23/15,Fatal injury,11:09 PM,2015,Fatal injury (K),1,21-24,21-24,Single vehicle crash,2,1,"Two-way, divided, unprotected median",V1: Travelling straight ahead,BRISTOL,,65,41.77458262,-71.26214117,1,Not reported,22,DCC1:Not reported,Not reported,Not reported,3,20,Not ejected,Male
4046029,BRIMFIELD,3/9/15,Fatal injury,8:40 AM,2015,Fatal injury (K),2,21-24,45-54,Head-on,1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,HAMPDEN,,65,42.17384753,-72.25660065,1,Not reported,22,"DCC1:Wrong side or wrong way, DCC2:Not reported",Not reported,Not reported,1,22,Totally ejected,Female
4046029,BRIMFIELD,3/9/15,Fatal injury,8:40 AM,2015,Fatal injury (K),2,21-24,45-54,Head-on,1,1,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,HAMPDEN,,65,42.17384753,-72.25660065,2,Not reported,52,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,2,52,Not ejected,Female
4046035,MILFORD,5/13/15,Fatal injury,12:15 AM,2015,Fatal injury (K),3,25-34,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,WORCESTER,,65,42.18728616,-71.53462283,1,Not reported,41,"DCC1:No improper driving, DCC2:Not reported",Not reported,Not reported,1,41,Not ejected,Male
4046035,MILFORD,5/13/15,Fatal injury,12:15 AM,2015,Fatal injury (K),3,25-34,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,WORCESTER,,65,42.18728616,-71.53462283,2,Not reported,,DCC1:Not reported,Not reported,Not reported,2,,Not reported,Not reported
4046035,MILFORD,5/13/15,Fatal injury,12:15 AM,2015,Fatal injury (K),3,25-34,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,WORCESTER,,65,42.18728616,-71.53462283,3,Not reported,25,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,3,25,Not ejected,Female
4046035,MILFORD,5/13/15,Fatal injury,12:15 AM,2015,Fatal injury (K),3,25-34,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,WORCESTER,,65,42.18728616,-71.53462283,3,Not reported,25,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,4,32,Not ejected,Female
4046035,MILFORD,5/13/15,Fatal injury,12:15 AM,2015,Fatal injury (K),3,25-34,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,WORCESTER,,65,42.18728616,-71.53462283,3,Not reported,25,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,5,22,Not ejected,Male
4046035,MILFORD,5/13/15,Fatal injury,12:15 AM,2015,Fatal injury (K),3,25-34,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,WORCESTER,,65,42.18728616,-71.53462283,3,Not reported,25,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,6,28,Not ejected,Male
4046035,MILFORD,5/13/15,Fatal injury,12:15 AM,2015,Fatal injury (K),3,25-34,35-44,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead / V3: Parked,WORCESTER,,65,42.18728616,-71.53462283,3,Not reported,25,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,7,18,Not ejected,Female
4046104,WORCESTER,4/29/15,Fatal injury,6:08 PM,2015,Fatal injury (K),2,45-54,55-64,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,40,42.24263738,-71.74281415,1,"No, alcohol not used",58,"DCC1:Failure to keep in proper lane or running off road, DCC2:Not reported",Unknown,"No, drug not used",1,58,Not ejected,Female
4046104,WORCESTER,4/29/15,Fatal injury,6:08 PM,2015,Fatal injury (K),2,45-54,55-64,Head-on,1,0,"Two-way, not divided",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,40,42.24263738,-71.74281415,2,"No, alcohol not used",49,"DCC1:No improper driving, DCC2:Not reported",Not Distracted,"No, drug not used",2,49,Not ejected,Female
4046449,WESTHAMPTON,4/13/15,Fatal injury,3:13 PM,2015,Fatal injury (K),1,25-34,25-34,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,HAMPSHIRE,,40,42.28666076,-72.80762256,1,Not reported,26,"DCC1:Unknown, DCC2:Not reported",Not reported,Not reported,1,26,Totally ejected,Male
4046461,WESTHAMPTON,5/3/15,Fatal injury,3:30 AM,2015,Fatal injury (K),1,18-20,18-20,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,HAMPSHIRE,,45,42.28655136,-72.7708414,1,Not reported,20,"DCC1:Operating vehicle in erratic, reckless, careless, negligent or aggressive manner, DCC2:Exceeded authorized speed limit",Not reported,Not reported,1,20,Totally ejected,Male
4046525,OXFORD,5/9/15,Fatal injury,1:12 PM,2015,Fatal injury (K),2,25-34,55-64,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,65,42.15573719,-71.85428515,1,Not reported,32,"DCC1:Over-correcting/over-steering, DCC2:Not reported",Not reported,Not reported,1,32,Totally ejected,Male
4046525,OXFORD,5/9/15,Fatal injury,1:12 PM,2015,Fatal injury (K),2,25-34,55-64,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,65,42.15573719,-71.85428515,2,Not reported,55,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,2,55,Not reported,Male
4046525,OXFORD,5/9/15,Fatal injury,1:12 PM,2015,Fatal injury (K),2,25-34,55-64,Single vehicle crash,1,0,"Two-way, divided, positive median barrier",V1: Travelling straight ahead / V2: Travelling straight ahead,WORCESTER,,65,42.15573719,-71.85428515,2,Not reported,55,"DCC1:Other improper action, DCC2:Not reported",Not reported,Not reported,3,31,Not ejected,Male
4047374,SALISBURY,5/27/15,Fatal injury,6:08 AM,2015,Fatal injury (K),1,55-64,55-64,Single vehicle crash,1,0,"Two-way, not divided",V1: Travelling straight ahead,ESSEX,,,42.84001846,-70.85392455,1,"No, alcohol not used",64,"DCC1:History heart/epilepsy/fainting, DCC2:Not reported",Unknown,"No, drug not used",1,64,Not ejected,Male
4048146,FALL RIVER,4/24/15,Fatal injury,6:30 PM,2015,Fatal injury (K),2,21-24,21-24,Angle,1,0,"Two-way, divided, positive median barrier",V1: Leaving traffic lane / V2: Parked,BRISTOL,,30,41.68241478,-71.1451547,1,,23,,Unknown,,1,23,Partially ejected,Male
